player_id,season,position_fine,verein,spieler,formation,kategorie
10112,2025/2026,IV,VFB,Jaquez,3-4-2-1,4
10112,2026/2027,IV,VFB,Jaquez,3-4-2-1,4
7349,2025/2026,IV,VFB,Jeltsch,3-4-2-1,3
7349,2026/2027,IV,VFB,Jeltsch,3-4-2-1,3
2214,2025/2026,ZDM,VFB,Karazor,3-4-2-1,3
2214,2026/2027,ZDM,VFB,Karazor,3-4-2-1,3
2988,2025/2026,AV,VFB,Leweling,3-4-2-1,2
2988,2026/2027,AV,VFB,Leweling,3-4-2-1,2
1664,2025/2026,AV,VFB,Mittelstädt,3-4-2-1,2
1664,2026/2027,AV,VFB,Mittelstädt,3-4-2-1,2
1671,2026/2027,ZDM,VFB,Prömel,3-4-2-1,4
2694,2025/2026,ZDM,VFB,Stiller,3-4-2-1,1
2694,2026/2027,ZDM,VFB,Stiller,3-4-2-1,1
7158,2025/2026,ST,VFB,Undav,3-4-2-1,1
7158,2026/2027,ST,VFB,Undav,3-4-2-1,1
